CustomerID,DateOfLastPurchase,DateOfFirstPurchase,NumberOfOrders,TotalValueOfOrders,DaysActive,DateDiffFirstToPresentDay,DaysPerOrder,AverageOrderValue,RecencyRanking,FrequencyRanking,MonetaryRanking,RFM_ID,Customer_Type
17674,2011-09-26 13:35:00 UTC,2010-12-06 10:20:00 UTC,2,551.04,295,361,180.5,275.52,2,2,2,222,Customer needing attention
17675,2011-12-01 15:24:00 UTC,2010-12-07 13:22:00 UTC,30,19645.36,360,360,12,654.84533333333331,1,1,1,111,Top customer
17676,2011-10-12 14:21:00 UTC,2010-12-08 13:49:00 UTC,5,1040.08,309,359,71.8,208.016,2,1,2,212,Must not lose
17677,2011-11-11 12:53:00 UTC,2010-12-06 08:42:00 UTC,28,15659.07,341,361,12.892857142857142,559.25249999999994,1,1,1,111,Top customer
17678,2011-03-21 11:52:00 UTC,2011-03-21 11:52:00 UTC,1,298.11,1,256,256,298.11,3,3,3,333,Lost
17679,2011-10-18 07:43:00 UTC,2011-09-15 10:35:00 UTC,2,1992.11,33,78,39,996.055,2,2,1,221,Must not lose
17680,2011-11-16 12:42:00 UTC,2011-11-16 12:42:00 UTC,1,184.4,1,16,16,184.4,1,3,3,133,Recent or promising customer
17682,2011-11-29 15:59:00 UTC,2010-12-06 13:35:00 UTC,6,2474.33,359,361,60.166666666666664,412.38833333333332,1,1,1,111,Top customer
17684,2011-10-27 11:10:00 UTC,2011-10-27 11:10:00 UTC,1,239.41,1,36,36,239.41,2,3,3,233,Customer needing attention
17685,2011-11-23 11:36:00 UTC,2010-12-02 14:42:00 UTC,7,3191.53,356,365,52.142857142857146,455.93285714285719,1,1,1,111,Top customer
17686,2011-09-20 11:39:00 UTC,2011-02-10 10:18:00 UTC,6,5110.09,223,295,49.166666666666664,851.68166666666673,2,1,1,211,Top customer
17690,2011-11-09 15:17:00 UTC,2010-12-01 16:15:00 UTC,15,4757.95,343,366,24.4,317.19666666666666,1,1,1,111,Top customer
17691,2010-12-16 17:20:00 UTC,2010-12-06 11:10:00 UTC,2,290.4,11,361,180.5,145.2,3,2,3,323,On the way out
17692,2011-08-04 14:01:00 UTC,2010-12-15 13:37:00 UTC,4,740.94,233,352,88,185.235,3,1,2,312,On the way out
17693,2011-07-25 15:48:00 UTC,2011-07-25 15:48:00 UTC,1,200.47,1,130,130,200.47,3,3,3,333,Lost
17694,2011-07-21 12:00:00 UTC,2011-07-21 12:00:00 UTC,1,283.12,1,134,134,283.12,3,3,3,333,Lost
17695,2011-07-31 10:40:00 UTC,2011-06-21 12:35:00 UTC,2,765.34,40,164,82,382.67,3,2,2,322,On the way out
17696,2011-11-01 13:43:00 UTC,2010-12-10 09:51:00 UTC,8,2285.71,327,357,44.625,285.71375,2,1,1,211,Top customer
17697,2011-04-17 15:40:00 UTC,2011-04-17 15:40:00 UTC,1,338.95,1,229,229,338.95,3,3,3,333,Lost
17698,2011-03-24 11:34:00 UTC,2011-03-24 11:34:00 UTC,1,154.95,1,253,253,154.95,3,3,3,333,Lost
17700,2011-11-23 11:51:00 UTC,2011-03-03 16:34:00 UTC,4,2534.64,265,274,68.5,633.66,1,1,1,111,Top customer
17701,2011-04-01 12:25:00 UTC,2011-04-01 12:25:00 UTC,1,417.95,1,245,245,417.95,3,3,2,332,Lost
17702,2011-11-09 16:03:00 UTC,2011-05-17 16:23:00 UTC,4,1824.37,176,199,49.75,456.0925,1,1,1,111,Top customer
17703,2011-11-04 15:51:00 UTC,2011-07-24 13:30:00 UTC,3,798.74,104,131,43.666666666666664,266.24666666666667,2,2,2,222,Customer needing attention
17704,2011-06-24 09:40:00 UTC,2011-04-14 09:28:00 UTC,2,885.19,72,232,116,442.595,3,2,2,322,On the way out
17705,2011-11-09 15:50:00 UTC,2011-02-11 10:57:00 UTC,8,1605.52,272,294,36.75,200.69,1,1,1,111,Top customer
17706,2011-10-26 13:31:00 UTC,2010-12-08 11:02:00 UTC,16,9728.65,323,359,22.4375,608.040625,2,1,1,211,Top customer
17707,2011-06-07 15:03:00 UTC,2011-01-07 13:30:00 UTC,2,152.4,152,329,164.5,76.2,3,2,3,323,On the way out
17708,2011-06-05 10:12:00 UTC,2011-01-19 10:09:00 UTC,2,267.08,138,317,158.5,133.54,3,2,3,323,On the way out
17709,2011-06-23 11:55:00 UTC,2011-06-23 11:55:00 UTC,1,137.45,1,162,162,137.45,3,3,3,333,Lost
17711,2011-11-29 11:40:00 UTC,2011-02-23 11:32:00 UTC,2,385.1,280,282,141,192.55,1,2,2,122,Potentially loyal customer
17712,2011-10-26 12:28:00 UTC,2011-10-26 12:28:00 UTC,1,522.91,1,37,37,522.91,2,3,2,232,Customer needing attention
17714,2011-01-23 10:32:00 UTC,2011-01-23 10:32:00 UTC,1,153,1,313,313,153,3,3,3,333,Lost
17715,2011-05-23 12:32:00 UTC,2011-05-23 12:32:00 UTC,1,326.4,1,193,193,326.4,3,3,3,333,Lost
17716,2011-11-17 12:00:00 UTC,2011-03-17 10:38:00 UTC,11,5655.99,246,260,23.636363636363637,514.180909090909,1,1,1,111,Top customer
17718,2011-04-21 13:39:00 UTC,2011-04-21 13:39:00 UTC,1,139.35,1,225,225,139.35,3,3,3,333,Lost
17719,2011-11-02 10:36:00 UTC,2011-03-29 11:29:00 UTC,15,5396.04,218,248,16.533333333333335,359.736,2,1,1,211,Top customer
17720,2011-11-13 15:04:00 UTC,2010-12-07 10:43:00 UTC,4,1195.94,342,360,90,298.985,1,1,1,111,Top customer
17722,2011-09-04 15:22:00 UTC,2010-12-08 12:41:00 UTC,4,2424.04,271,359,89.75,606.01,2,1,1,211,Top customer
17723,2011-08-04 18:37:00 UTC,2011-05-09 14:44:00 UTC,6,3276.4,88,207,34.5,546.06666666666672,3,1,1,311,Must not lose
17724,2011-09-29 15:26:00 UTC,2011-07-24 13:26:00 UTC,3,1033,68,131,43.666666666666664,344.33333333333331,2,2,2,222,Customer needing attention
17725,2011-11-23 16:34:00 UTC,2011-03-17 19:47:00 UTC,11,3439.08,251,260,23.636363636363637,312.64363636363635,1,1,1,111,Top customer
17727,2011-11-24 17:06:00 UTC,2011-11-24 17:06:00 UTC,1,1060.25,1,8,8,1060.25,1,3,2,132,Potentially loyal customer
17728,2011-10-05 08:17:00 UTC,2011-09-14 11:39:00 UTC,2,2288.16,21,79,39.5,1144.08,2,2,1,221,Must not lose
17730,2011-11-11 11:02:00 UTC,2011-01-17 14:49:00 UTC,12,4635.78,298,319,26.583333333333332,386.315,1,1,1,111,Top customer
17731,2011-09-21 15:02:00 UTC,2011-06-09 14:18:00 UTC,4,1240.11,105,176,44,310.0275,2,1,1,211,Top customer
17732,2010-12-02 09:29:00 UTC,2010-12-02 09:29:00 UTC,1,303.97,1,365,365,303.97,3,3,3,333,Lost
17733,2011-11-01 08:16:00 UTC,2011-03-23 09:54:00 UTC,2,692.19,223,254,127,346.095,2,2,2,222,Customer needing attention
17734,2011-10-17 12:33:00 UTC,2011-04-20 10:04:00 UTC,3,700.63,181,226,75.333333333333329,233.54333333333332,2,2,2,222,Customer needing attention
17735,2011-11-02 14:52:00 UTC,2010-12-07 10:32:00 UTC,18,12216.42,331,360,20,678.69,2,1,1,211,Top customer
17736,2011-11-30 15:36:00 UTC,2011-08-18 14:33:00 UTC,3,377.44,105,106,35.333333333333336,125.81333333333333,1,2,3,123,Recent or promising customer
17737,2011-11-30 15:16:00 UTC,2011-10-12 14:42:00 UTC,2,168.24,50,51,25.5,84.12,1,2,3,123,Recent or promising customer
17738,2011-11-20 15:05:00 UTC,2011-03-02 16:26:00 UTC,4,1879.05,263,275,68.75,469.7625,1,1,1,111,Top customer
17739,2011-11-28 09:12:00 UTC,2010-12-14 14:26:00 UTC,7,2791.35,349,353,50.428571428571431,398.76428571428568,1,1,1,111,Top customer
17742,2011-08-18 15:28:00 UTC,2011-01-11 10:04:00 UTC,2,355.11,220,325,162.5,177.555,3,2,3,323,On the way out
17744,2011-11-14 09:05:00 UTC,2010-12-16 14:17:00 UTC,5,1592.02,333,351,70.2,318.404,1,1,1,111,Top customer
17746,2011-04-13 14:31:00 UTC,2011-04-13 14:31:00 UTC,1,110.25,1,233,233,110.25,3,3,3,333,Lost
17747,2011-08-19 08:13:00 UTC,2011-08-19 08:13:00 UTC,1,71.4,1,105,105,71.4,3,3,3,333,Lost
17749,2011-06-14 15:45:00 UTC,2011-03-28 13:39:00 UTC,2,674.52,79,249,124.5,337.26,3,2,2,322,On the way out
17750,2011-11-03 15:16:00 UTC,2011-06-28 15:44:00 UTC,8,1684.25,128,157,19.625,210.53125,2,1,1,211,Top customer
17752,2010-12-15 16:19:00 UTC,2010-12-15 16:19:00 UTC,1,80.64,1,352,352,80.64,3,3,3,333,Lost
17754,2011-11-02 12:37:00 UTC,2011-03-24 13:54:00 UTC,4,1571.27,223,253,63.25,392.8175,2,1,1,211,Top customer
17757,2011-11-25 17:27:00 UTC,2010-12-02 17:17:00 UTC,28,5188.74,359,365,13.035714285714286,185.31214285714285,1,1,1,111,Top customer
17758,2011-11-20 14:45:00 UTC,2011-04-03 15:22:00 UTC,8,3456.7,231,243,30.375,432.0875,1,1,1,111,Top customer
17759,2011-11-22 16:02:00 UTC,2011-06-23 13:35:00 UTC,3,834.99,153,162,54,278.33,1,2,2,122,Potentially loyal customer
17760,2011-11-18 10:56:00 UTC,2010-12-01 15:08:00 UTC,2,287.59,352,366,183,143.795,1,2,3,123,Recent or promising customer
17761,2011-11-07 10:23:00 UTC,2011-11-07 10:23:00 UTC,1,712.78,1,25,25,712.78,2,3,2,232,Customer needing attention
17763,2011-03-21 14:25:00 UTC,2011-03-21 14:25:00 UTC,1,15,1,256,256,15,3,3,3,333,Lost
17764,2011-10-20 11:03:00 UTC,2011-05-12 16:11:00 UTC,2,818.82,161,204,102,409.41,2,2,2,222,Customer needing attention
17765,2011-07-04 12:41:00 UTC,2011-03-28 11:58:00 UTC,3,371.88,99,249,83,123.96,3,2,3,323,On the way out
17767,2011-11-24 14:42:00 UTC,2011-11-24 14:42:00 UTC,1,271.2,1,8,8,271.2,1,3,3,133,Recent or promising customer
17768,2011-12-01 13:22:00 UTC,2011-06-26 13:46:00 UTC,3,2273.18,158,159,53,757.72666666666657,1,2,1,121,Potentially loyal customer
17769,2011-11-27 11:18:00 UTC,2011-01-23 11:15:00 UTC,10,3997.98,309,313,31.3,399.798,1,1,1,111,Top customer
17770,2011-05-25 12:34:00 UTC,2011-03-02 13:35:00 UTC,5,1143.27,84,275,55,228.654,3,1,1,311,Must not lose
17771,2011-10-14 11:43:00 UTC,2011-01-20 14:13:00 UTC,2,245.81,267,316,158,122.905,2,2,3,223,Customer needing attention
17772,2011-11-29 11:05:00 UTC,2011-11-29 10:57:00 UTC,2,182.77,1,3,1.5,91.385,1,2,3,123,Recent or promising customer
17774,2011-09-04 12:49:00 UTC,2011-02-07 13:13:00 UTC,4,1225.41,209,298,74.5,306.3525,2,1,1,211,Top customer
17775,2011-03-30 10:50:00 UTC,2011-03-30 10:50:00 UTC,1,56.4,1,247,247,56.4,3,3,3,333,Lost
17777,2011-11-15 12:02:00 UTC,2011-08-31 14:35:00 UTC,3,665.86,76,93,31,221.95333333333335,1,2,2,122,Potentially loyal customer
17779,2011-11-18 14:15:00 UTC,2011-07-19 12:19:00 UTC,3,658.57,123,136,45.333333333333336,219.52333333333334,1,2,2,122,Potentially loyal customer
17781,2011-07-03 16:00:00 UTC,2011-03-31 19:54:00 UTC,2,188.02,94,246,123,94.01,3,2,3,323,On the way out
17783,2011-09-28 16:07:00 UTC,2011-04-06 10:07:00 UTC,2,283.47,176,240,120,141.735,2,2,3,223,Customer needing attention
17785,2011-10-17 13:43:00 UTC,2011-10-17 13:43:00 UTC,1,131.94,1,46,46,131.94,2,3,3,233,Customer needing attention
17786,2011-09-15 12:51:00 UTC,2011-01-26 14:35:00 UTC,2,278.74,232,310,155,139.37,2,2,3,223,Customer needing attention
17787,2011-07-10 11:24:00 UTC,2010-12-03 13:43:00 UTC,4,1865.19,219,364,91,466.2975,3,1,1,311,Must not lose
17788,2011-09-27 10:09:00 UTC,2011-08-02 10:38:00 UTC,2,1117.9,56,122,61,558.95,2,2,2,222,Customer needing attention
17789,2011-03-03 13:14:00 UTC,2011-03-03 13:14:00 UTC,1,225.9,1,274,274,225.9,3,3,3,333,Lost
17790,2011-11-13 11:30:00 UTC,2010-12-10 10:47:00 UTC,14,1965.55,339,357,25.5,140.39642857142857,1,1,1,111,Top customer
17791,2011-11-10 12:09:00 UTC,2011-11-10 12:09:00 UTC,1,106.1,1,22,22,106.1,1,3,3,133,Recent or promising customer
17793,2011-11-14 14:24:00 UTC,2011-11-14 14:24:00 UTC,1,323.04,1,18,18,323.04,1,3,3,133,Recent or promising customer
17795,2011-06-13 12:36:00 UTC,2011-03-20 12:02:00 UTC,2,350.39,86,257,128.5,175.195,3,2,3,323,On the way out
17796,2011-10-30 15:38:00 UTC,2010-12-05 12:23:00 UTC,4,697.9,330,362,90.5,174.475,2,1,2,212,Must not lose
17797,2011-11-17 13:21:00 UTC,2011-06-10 11:29:00 UTC,3,780.43,161,175,58.333333333333336,260.14333333333332,1,2,2,122,Potentially loyal customer
17799,2011-11-17 15:16:00 UTC,2010-12-13 13:10:00 UTC,10,3055.93,340,354,35.4,305.59299999999996,1,1,1,111,Top customer
17800,2011-11-02 12:57:00 UTC,2011-01-09 13:50:00 UTC,9,1199.01,297,327,36.333333333333336,133.22333333333333,2,1,1,211,Top customer
17802,2011-09-18 14:56:00 UTC,2010-12-02 13:44:00 UTC,3,1285.04,291,365,121.66666666666667,428.34666666666664,2,2,1,221,Must not lose
17805,2011-09-27 11:49:00 UTC,2011-09-27 11:49:00 UTC,1,512.31,1,66,66,512.31,2,3,2,232,Customer needing attention
17806,2011-11-28 14:12:00 UTC,2011-11-28 14:12:00 UTC,1,546.04,1,4,4,546.04,1,3,2,132,Potentially loyal customer
17809,2011-11-23 12:59:00 UTC,2010-12-01 09:41:00 UTC,12,5411.91,358,366,30.5,450.9925,1,1,1,111,Top customer
17811,2011-11-28 14:26:00 UTC,2011-01-10 10:58:00 UTC,37,7513.15,323,326,8.81081081081081,203.05810810810809,1,1,1,111,Top customer
17812,2011-11-27 11:47:00 UTC,2010-12-06 15:27:00 UTC,4,732.16,356,361,90.25,183.04,1,1,2,112,Top customer
17813,2011-11-25 16:13:00 UTC,2011-09-29 15:57:00 UTC,5,1770.88,58,64,12.8,354.17600000000004,1,1,1,111,Top customer
17816,2011-11-03 11:34:00 UTC,2010-12-09 14:10:00 UTC,4,36.56,329,358,89.5,9.14,2,1,3,213,Recent or promising customer
17817,2011-03-07 17:42:00 UTC,2011-03-07 17:30:00 UTC,2,269.7,1,270,135,134.85,3,2,3,323,On the way out
17819,2011-09-29 10:52:00 UTC,2010-12-03 14:26:00 UTC,7,3704.87,300,364,52,529.26714285714286,2,1,1,211,Top customer
17824,2011-10-19 14:14:00 UTC,2011-10-19 14:14:00 UTC,1,298.4,1,44,44,298.4,2,3,3,233,Customer needing attention
17827,2011-04-11 16:56:00 UTC,2010-12-10 10:18:00 UTC,4,1583.81,123,357,89.25,395.9525,3,1,1,311,Must not lose
17828,2011-11-17 08:41:00 UTC,2011-06-08 08:31:00 UTC,4,1820.09,163,177,44.25,455.0225,1,1,1,111,Top customer
17829,2011-02-14 12:46:00 UTC,2011-02-14 12:46:00 UTC,1,889.24,1,291,291,889.24,3,3,2,332,Lost
17830,2011-03-23 11:44:00 UTC,2011-02-24 10:15:00 UTC,2,287.65,28,281,140.5,143.825,3,2,3,323,On the way out
17831,2011-11-06 15:09:00 UTC,2011-11-06 15:09:00 UTC,1,35.4,1,26,26,35.4,2,3,3,233,Customer needing attention
17832,2011-10-21 11:43:00 UTC,2011-10-21 11:43:00 UTC,1,155.37,1,42,42,155.37,2,3,3,233,Customer needing attention
17835,2011-11-30 11:17:00 UTC,2011-11-16 16:30:00 UTC,2,236.5,14,16,8,118.25,1,2,3,123,Recent or promising customer
17836,2011-10-23 16:13:00 UTC,2011-10-23 16:13:00 UTC,1,110.21,1,40,40,110.21,2,3,3,233,Customer needing attention
17837,2011-10-28 16:13:00 UTC,2011-06-29 16:44:00 UTC,8,1593.38,121,156,19.5,199.1725,2,1,1,211,Top customer
17838,2011-11-13 11:20:00 UTC,2010-12-02 15:55:00 UTC,5,2779.3,346,365,73,555.86,1,1,1,111,Top customer
17839,2011-10-28 17:27:00 UTC,2011-10-28 17:27:00 UTC,1,338.8,1,35,35,338.8,2,3,3,233,Customer needing attention
17841,2011-12-01 19:42:00 UTC,2010-12-01 14:41:00 UTC,121,39068.64,366,366,3.0247933884297522,322.88132231404956,1,1,1,111,Top customer
17843,2011-02-09 15:33:00 UTC,2011-02-09 15:33:00 UTC,1,205.48,1,296,296,205.48,3,3,3,333,Lost
17844,2011-08-25 11:27:00 UTC,2011-08-25 11:27:00 UTC,1,51.56,1,99,99,51.56,3,3,3,333,Lost
17846,2011-09-15 15:20:00 UTC,2011-09-15 15:20:00 UTC,1,2033.1,1,78,78,2033.1,2,3,1,231,Must not lose
17848,2011-09-19 16:49:00 UTC,2010-12-16 18:38:00 UTC,9,901.2,277,351,39,100.13333333333334,2,1,2,212,Must not lose
17849,2011-05-05 13:46:00 UTC,2011-01-10 11:59:00 UTC,4,605.8,116,326,81.5,151.45,3,1,2,312,On the way out
17850,2010-12-02 15:27:00 UTC,2010-12-01 08:26:00 UTC,34,5391.21,2,366,10.764705882352942,158.565,3,1,1,311,Must not lose
17852,2011-11-28 12:36:00 UTC,2011-11-28 12:31:00 UTC,2,114.34,1,4,2,57.17,1,2,3,123,Recent or promising customer
17854,2011-06-07 16:21:00 UTC,2011-04-26 16:53:00 UTC,2,311.26,42,220,110,155.63,3,2,3,323,On the way out
17855,2010-12-02 09:44:00 UTC,2010-12-02 09:44:00 UTC,1,208.97,1,365,365,208.97,3,3,3,333,Lost
17856,2011-04-20 13:13:00 UTC,2011-03-03 11:40:00 UTC,3,1142.63,49,274,91.333333333333329,380.87666666666672,3,2,1,321,Must not lose
17857,2011-11-22 15:22:00 UTC,2010-12-09 11:35:00 UTC,21,23899.44,349,358,17.047619047619047,1138.0685714285714,1,1,1,111,Top customer
17858,2011-10-17 12:33:00 UTC,2010-12-05 13:08:00 UTC,11,4391.94,316,362,32.909090909090907,399.26727272727271,2,1,1,211,Top customer
17859,2011-02-08 10:32:00 UTC,2011-02-08 10:32:00 UTC,1,148.21,1,297,297,148.21,3,3,3,333,Lost
17860,2010-12-06 12:41:00 UTC,2010-12-06 12:41:00 UTC,1,252.8,1,361,361,252.8,3,3,3,333,Lost
17861,2011-11-15 13:01:00 UTC,2011-01-24 11:34:00 UTC,7,1662.22,296,312,44.571428571428569,237.46,1,1,1,111,Top customer
17862,2011-01-20 12:23:00 UTC,2011-01-20 12:23:00 UTC,1,330.9,1,316,316,330.9,3,3,3,333,Lost
17863,2011-10-11 13:45:00 UTC,2010-12-05 13:21:00 UTC,6,3160,311,362,60.333333333333336,526.66666666666663,2,1,1,211,Top customer
17864,2011-11-27 11:15:00 UTC,2011-03-09 11:44:00 UTC,3,597.5,263,268,89.333333333333329,199.16666666666666,1,2,2,122,Potentially loyal customer
17865,2011-11-09 12:08:00 UTC,2010-12-10 14:53:00 UTC,20,10526.32,334,357,17.85,526.316,1,1,1,111,Top customer
17866,2011-07-20 11:07:00 UTC,2011-07-20 11:07:00 UTC,1,329.65,1,135,135,329.65,3,3,3,333,Lost
17867,2011-11-09 14:15:00 UTC,2011-02-24 12:25:00 UTC,6,1197.1,259,281,46.833333333333336,199.51666666666665,1,1,1,111,Top customer
17869,2011-08-24 16:16:00 UTC,2010-12-06 17:16:00 UTC,5,428.18,261,361,72.2,85.636,3,1,2,312,On the way out
17870,2011-11-25 11:20:00 UTC,2010-12-08 08:12:00 UTC,11,1629.44,353,359,32.636363636363633,148.13090909090909,1,1,1,111,Top customer
17871,2011-05-19 11:32:00 UTC,2011-05-19 11:32:00 UTC,1,155.9,1,197,197,155.9,3,3,3,333,Lost
17873,2011-09-20 16:41:00 UTC,2010-12-01 14:54:00 UTC,5,1859.16,294,366,73.2,371.832,2,1,1,211,Top customer
17874,2011-06-07 12:54:00 UTC,2011-03-29 11:25:00 UTC,6,683.46,71,248,41.333333333333336,113.91000000000001,3,1,2,312,On the way out
17877,2011-06-22 13:00:00 UTC,2011-06-22 13:00:00 UTC,1,237.61,1,163,163,237.61,3,3,3,333,Lost
17878,2011-10-27 11:24:00 UTC,2011-10-27 11:24:00 UTC,1,379.45,1,36,36,379.45,2,3,3,233,Customer needing attention
17879,2011-06-19 12:36:00 UTC,2011-06-19 12:36:00 UTC,1,178.52,1,166,166,178.52,3,3,3,333,Lost
17880,2010-12-10 10:21:00 UTC,2010-12-10 10:21:00 UTC,1,458.92,1,357,357,458.92,3,3,2,332,Lost
17881,2011-02-08 17:16:00 UTC,2011-02-08 17:16:00 UTC,1,133.35,1,297,297,133.35,3,3,3,333,Lost
17883,2011-11-25 14:02:00 UTC,2011-04-07 19:16:00 UTC,3,486.9,232,239,79.666666666666671,162.29999999999998,1,2,2,122,Potentially loyal customer
17884,2011-02-01 11:08:00 UTC,2010-12-03 12:11:00 UTC,3,602.84,60,364,121.33333333333333,200.94666666666669,3,2,2,322,On the way out
17885,2011-11-27 14:40:00 UTC,2011-11-27 14:40:00 UTC,1,190.19,1,5,5,190.19,1,3,3,133,Recent or promising customer
17886,2011-11-08 10:09:00 UTC,2011-04-04 12:34:00 UTC,3,899.61,218,242,80.666666666666671,299.87,1,2,2,122,Potentially loyal customer
17887,2011-08-02 17:29:00 UTC,2011-08-02 17:29:00 UTC,1,111.35,1,122,122,111.35,3,3,3,333,Lost
17888,2011-11-18 13:45:00 UTC,2010-12-17 13:56:00 UTC,8,726.05,336,350,43.75,90.75625,1,1,2,112,Top customer
17889,2011-05-11 16:26:00 UTC,2011-01-21 17:14:00 UTC,2,203.87,110,315,157.5,101.935,3,2,3,323,On the way out
17890,2011-01-21 11:19:00 UTC,2010-12-13 15:12:00 UTC,2,602.09,39,354,177,301.045,3,2,2,322,On the way out
17891,2011-06-30 20:08:00 UTC,2011-06-30 20:08:00 UTC,1,203.86,1,154,154,203.86,3,3,3,333,Lost
17892,2011-10-14 16:49:00 UTC,2011-07-07 12:56:00 UTC,3,244.1,100,148,49.333333333333336,81.36666666666666,2,2,3,223,Customer needing attention
17893,2011-04-28 13:50:00 UTC,2011-04-28 13:50:00 UTC,1,112.25,1,218,218,112.25,3,3,3,333,Lost
17894,2011-09-29 09:23:00 UTC,2010-12-08 14:50:00 UTC,8,1119.81,295,359,44.875,139.97625,2,1,2,212,Must not lose
17895,2011-10-26 17:00:00 UTC,2011-10-26 17:00:00 UTC,1,98,1,37,37,98,2,3,3,233,Customer needing attention
17896,2011-11-16 13:59:00 UTC,2011-11-16 13:59:00 UTC,1,256.32,1,16,16,256.32,1,3,3,133,Recent or promising customer
17897,2011-06-20 11:23:00 UTC,2010-12-01 12:31:00 UTC,3,566.6,201,366,122,188.86666666666667,3,2,2,322,On the way out
17898,2011-09-15 14:56:00 UTC,2011-05-16 17:13:00 UTC,2,152.06,122,200,100,76.03,2,2,3,223,Customer needing attention
17899,2011-07-03 14:58:00 UTC,2011-07-03 14:58:00 UTC,1,155.8,1,152,152,155.8,3,3,3,333,Lost
17900,2011-06-02 14:38:00 UTC,2011-06-02 14:28:00 UTC,2,112.2,1,183,91.5,56.1,3,2,3,323,On the way out
17901,2011-11-10 17:29:00 UTC,2011-11-10 17:29:00 UTC,1,110.38,1,22,22,110.38,1,3,3,133,Recent or promising customer
17904,2011-11-18 12:57:00 UTC,2011-11-18 12:57:00 UTC,1,191.67,1,14,14,191.67,1,3,3,133,Recent or promising customer
17905,2011-09-29 17:33:00 UTC,2010-12-01 13:21:00 UTC,4,800.24,303,366,91.5,200.06,2,1,2,212,Must not lose
17906,2011-04-06 17:25:00 UTC,2011-04-06 17:25:00 UTC,1,72.9,1,240,240,72.9,3,3,3,333,Lost
17908,2010-12-01 11:45:00 UTC,2010-12-01 11:45:00 UTC,1,243.28,1,366,366,243.28,3,3,3,333,Lost
17911,2011-11-30 14:52:00 UTC,2011-11-30 14:52:00 UTC,1,366.23,1,2,2,366.23,1,3,3,133,Recent or promising customer
17912,2011-02-02 14:25:00 UTC,2010-12-10 11:11:00 UTC,5,311.01,55,357,71.4,62.202,3,1,3,313,On the way out
17913,2011-10-12 10:45:00 UTC,2010-12-19 11:35:00 UTC,2,411.6,297,348,174,205.8,2,2,2,222,Customer needing attention
17917,2011-10-25 13:20:00 UTC,2010-12-12 12:08:00 UTC,3,341.28,318,355,118.33333333333333,113.75999999999999,2,2,3,223,Customer needing attention
17919,2011-09-12 13:41:00 UTC,2011-09-12 13:41:00 UTC,1,1304.04,1,81,81,1304.04,2,3,1,231,Must not lose
17920,2011-12-01 16:37:00 UTC,2010-12-01 11:49:00 UTC,16,3900.81,366,366,22.875,243.800625,1,1,1,111,Top customer
17921,2011-10-06 18:56:00 UTC,2011-03-18 13:19:00 UTC,4,826.52,203,259,64.75,206.63,2,1,2,212,Must not lose
17923,2011-03-02 15:15:00 UTC,2011-03-02 15:15:00 UTC,1,207.5,1,275,275,207.5,3,3,3,333,Lost
17924,2011-11-28 09:11:00 UTC,2010-12-01 10:51:00 UTC,7,2962.5,362,366,52.285714285714285,423.21428571428572,1,1,1,111,Top customer
17925,2010-12-02 10:10:00 UTC,2010-12-02 10:10:00 UTC,1,244.08,1,365,365,244.08,3,3,3,333,Lost
17926,2011-07-29 14:39:00 UTC,2011-05-20 09:24:00 UTC,2,397.29,71,196,98,198.645,3,2,2,322,On the way out
17928,2011-10-25 13:52:00 UTC,2011-04-07 18:03:00 UTC,2,212.54,201,239,119.5,106.27,2,2,3,223,Customer needing attention
17929,2011-11-28 16:01:00 UTC,2011-02-04 11:40:00 UTC,4,843,298,301,75.25,210.75,1,1,2,112,Top customer
17930,2011-11-04 10:23:00 UTC,2011-04-14 15:46:00 UTC,5,1740.48,204,232,46.4,348.096,2,1,1,211,Top customer
17931,2011-07-28 18:33:00 UTC,2011-03-29 12:31:00 UTC,2,408.36,122,248,124,204.18,3,2,2,322,On the way out
17932,2011-11-10 19:49:00 UTC,2011-05-12 13:58:00 UTC,3,1331.57,183,204,68,443.85666666666663,1,2,1,121,Potentially loyal customer
17934,2011-10-19 11:16:00 UTC,2011-10-12 10:50:00 UTC,2,704.25,8,51,25.5,352.125,2,2,2,222,Customer needing attention
17935,2011-07-24 13:18:00 UTC,2011-07-21 11:23:00 UTC,2,145.79,4,134,67,72.895,3,2,3,323,On the way out
17937,2011-12-01 11:45:00 UTC,2010-12-12 14:43:00 UTC,7,4301.22,354,355,50.714285714285715,614.46,1,1,1,111,Top customer
17939,2011-07-03 12:27:00 UTC,2011-07-03 12:27:00 UTC,1,99.14,1,152,152,99.14,3,3,3,333,Lost
17940,2011-10-21 13:27:00 UTC,2011-02-10 09:29:00 UTC,10,4106.44,254,295,29.5,410.64399999999995,2,1,1,211,Top customer
17941,2011-08-01 08:30:00 UTC,2011-08-01 08:30:00 UTC,1,304.56,1,123,123,304.56,3,3,3,333,Lost
17946,2011-04-20 17:00:00 UTC,2011-03-25 14:34:00 UTC,2,149.58,27,252,126,74.79,3,2,3,323,On the way out
17947,2011-11-02 13:05:00 UTC,2011-11-02 13:05:00 UTC,1,176.68,1,30,30,176.68,2,3,3,233,Customer needing attention
17948,2011-07-15 12:58:00 UTC,2011-07-15 12:58:00 UTC,1,358.56,1,140,140,358.56,3,3,3,333,Lost
17949,2011-11-22 08:44:00 UTC,2010-12-03 13:12:00 UTC,40,55635.76,354,364,9.1,1390.894,1,1,1,111,Top customer
